Parameters:TParameters:TimeZone=America/New_York;LoyaltyRate=0.5;TransactionUploadRate=1.0,,,,,,,,,,,,,,,
Email,Email,Email,First Name,Last Name,City,State,Zip,Country,Phone Number,Phone Number,Phone Number,Conversion Name,Conversion Time,Conversion Value,Conversion Currency
laygq@gmail.com,,,osjfc,qcppo,arequipa,,,PE,+51251345539,,,SSD_test1,08/14/2012 17:01:54,887,USD
kujde@gmail.com,,,eplzs,bysms,cuzco,,,PE,+51736876211,,,SSD_test1,08/14/2012 17:01:54,1527,USD
mjiga@gmail.com,,,sslpl,kudka,piura,,,PE,+51315266432,,,SSD_test1,08/14/2012 17:01:54,3618,USD
zlung@gmail.com,,,fiuvs,nxivh,lima,,,PE,+51786466919,,,SSD_test1,08/14/2012 17:01:54,3798,USD
oaamq@gmail.com,,,oelqh,ehlmo,lima,,,PE,+51675731483,,,SSD_test1,08/14/2012 17:01:54,4590,USD
bjtek@gmail.com,,,jlske,ecbar,lima,,,PE,+51381724657,,,SSD_test1,08/14/2012 17:01:54,4956,USD
ygbom@gmail.com,,,ctbcg,unrmc,lima,,,PE,+51216745771,,,SSD_test1,08/14/2012 17:01:54,1933,USD
nbveq@gmail.com,,,pwzgu,myvvj,lima,,,PE,+51875837869,,,SSD_test1,08/14/2012 17:01:54,4821,USD
twrvv@gmail.com,,,mheel,yqdlw,lima,,,PE,+51191255853,,,SSD_test1,08/14/2012 17:01:54,1931,USD
xeumk@gmail.com,,,lbily,updeo,lima,,,PE,+51315539116,,,SSD_test1,08/14/2012 17:01:54,2474,USD
poutw@gmail.com,,,kszly,gfoci,lima,,,PE,+51718391316,,,SSD_test1,08/14/2012 17:01:54,4220,USD
gynxx@gmail.com,,,qjiuw,srnjb,lima,,,PE,+51712182112,,,SSD_test1,08/14/2012 17:01:54,1703,USD
cbgwr@gmail.com,,,pbjgh,wiayh,lima,,,PE,+51264395161,,,SSD_test1,08/14/2012 17:01:54,574,USD
bysch@gmail.com,,,fnfki,byfiq,lima,,,PE,+51656341494,,,SSD_test1,08/14/2012 17:01:54,781,USD
rbamh@gmail.com,,,ziold,oeynt,lima,,,PE,+51818592373,,,SSD_test1,08/14/2012 17:01:54,2688,USD
sgqiz@gmail.com,,,umnyd,wqdnq,lima,,,PE,+51351157553,,,SSD_test1,08/14/2012 17:01:54,3310,USD
thboy@gmail.com,,,xfxsa,xuyei,lima,,,PE,+51339356755,,,SSD_test1,08/14/2012 17:01:54,3288,USD
rtsdh@gmail.com,,,gtfvu,gcayj,lima,,,PE,+51172447773,,,SSD_test1,08/14/2012 17:01:54,3558,USD
npryk@gmail.com,,,nsnvp,mency,lima,,,PE,+51334267581,,,SSD_test1,08/14/2012 17:01:54,4112,USD
xptvz@gmail.com,,,lmqkf,dgpci,lima,,,PE,+51275773381,,,SSD_test1,08/14/2012 17:01:54,2847,USD
nbdkl@gmail.com,,,ervqw,xzqrv,lima,,,PE,+51266514541,,,SSD_test1,08/14/2012 17:01:54,3389,USD
sfogg@gmail.com,,,fecvm,asiyn,lima,,,PE,+51834922313,,,SSD_test1,08/14/2012 17:01:54,3220,USD
qpzaq@gmail.com,,,bmzza,qulbp,lima,,,PE,+51593861485,,,SSD_test1,08/14/2012 17:01:54,2943,USD
fwwru@gmail.com,,,mjmid,tzslo,lima,,,PE,+51377853594,,,SSD_test1,08/14/2012 17:01:54,3054,USD
htyoo@gmail.com,,,ohnhy,yrvwt,lima,,,PE,+51188619264,,,SSD_test1,08/14/2012 17:01:54,4644,USD
ljdes@gmail.com,,,kltvc,ajhry,arequipa,,,PE,+51563186745,,,SSD_test1,08/14/2012 17:01:54,1802,USD
lqnro@gmail.com,,,ftwua,heyjl,cuzco,,,PE,+51292731688,,,SSD_test1,08/14/2012 17:01:54,2423,USD
gdzxh@gmail.com,,,rrllo,fggge,piura,,,PE,+51248515458,,,SSD_test1,08/14/2012 17:01:54,2477,USD
gldxk@gmail.com,,,bgvwq,bczda,lima,,,PE,+51972862488,,,SSD_test1,08/14/2012 17:01:54,2032,USD
sjohi@gmail.com,,,mlkul,zvoyy,lima,,,PE,+51852881183,,,SSD_test1,08/14/2012 17:01:54,1332,USD
uevvu@gmail.com,,,ttqkt,gljqh,lima,,,PE,+51214748588,,,SSD_test1,08/14/2012 17:01:54,2535,USD
oxkaz@gmail.com,,,bhltb,fooij,lima,,,PE,+51593595574,,,SSD_test1,08/14/2012 17:01:54,1918,USD
kyini@gmail.com,,,cxquv,ivatp,lima,,,PE,+51585591439,,,SSD_test1,08/14/2012 17:01:54,2476,USD
flgau@gmail.com,,,geuvx,jdojn,lima,,,PE,+51483742427,,,SSD_test1,08/14/2012 17:01:54,970,USD
hhisb@gmail.com,,,kepmg,xnmpy,lima,,,PE,+51383525767,,,SSD_test1,08/14/2012 17:01:54,2595,USD
zgevr@gmail.com,,,bdgbt,bzzkg,lima,,,PE,+51573746327,,,SSD_test1,08/14/2012 17:01:54,1544,USD
ooejx@gmail.com,,,wybhx,eckyj,lima,,,PE,+51792184978,,,SSD_test1,08/14/2012 17:01:54,1179,USD
nlgeu@gmail.com,,,tzlmw,hndch,lima,,,PE,+51358777373,,,SSD_test1,08/14/2012 17:01:54,249,USD
cicsu@gmail.com,,,eddbz,jsqvt,lima,,,PE,+51952882475,,,SSD_test1,08/14/2012 17:01:54,1705,USD
bdxhg@gmail.com,,,yjafy,jnqdj,lima,,,PE,+51286555643,,,SSD_test1,08/14/2012 17:01:54,3163,USD
aiyzs@gmail.com,,,feboq,fghmo,lima,,,PE,+51347834612,,,SSD_test1,08/14/2012 17:01:54,4691,USD
yhbfm@gmail.com,,,jnbgz,fjpwh,lima,,,PE,+51469623155,,,SSD_test1,08/14/2012 17:01:54,13,USD
wlxkp@gmail.com,,,nbkxf,slzcd,lima,,,PE,+51368759977,,,SSD_test1,08/14/2012 17:01:54,2080,USD
iywqv@gmail.com,,,lajxx,vyyyi,lima,,,PE,+51194519678,,,SSD_test1,08/14/2012 17:01:54,3852,USD
idmkp@gmail.com,,,bsztn,fodar,lima,,,PE,+51951151562,,,SSD_test1,08/14/2012 17:01:54,1214,USD
dqmbl@gmail.com,,,fiqtn,vzaaz,lima,,,PE,+51871543773,,,SSD_test1,08/14/2012 17:01:54,8,USD
oputu@gmail.com,,,eguus,fxpyd,lima,,,PE,+51445162138,,,SSD_test1,08/14/2012 17:01:54,3469,USD
puouz@gmail.com,,,fvfmy,fmwxl,lima,,,PE,+51591617173,,,SSD_test1,08/14/2012 17:01:54,1483,USD
ccwke@gmail.com,,,csgzn,qgjsf,lima,,,PE,+51789956358,,,SSD_test1,08/14/2012 17:01:54,1936,USD
wgmpm@gmail.com,,,qwchm,mlzht,lima,,,PE,+51977398738,,,SSD_test1,08/14/2012 17:01:54,4646,USD
vwieu@gmail.com,,,eyzxf,yzqul,arequipa,,,PE,+51417762335,,,SSD_test1,08/14/2012 17:01:54,1510,USD
zalhm@gmail.com,,,jmofp,uwjvw,cuzco,,,PE,+51111136153,,,SSD_test1,08/14/2012 17:01:54,4663,USD
vddlq@gmail.com,,,lnwcv,jycfu,piura,,,PE,+51389866813,,,SSD_test1,08/14/2012 17:01:54,4376,USD
ymhrh@gmail.com,,,vjmxo,jaqlj,lima,,,PE,+51775595678,,,SSD_test1,08/14/2012 17:01:54,1140,USD
dkkvk@gmail.com,,,akpfz,baghq,lima,,,PE,+51373953642,,,SSD_test1,08/14/2012 17:01:54,3860,USD
oqyla@gmail.com,,,kfzmv,pnuir,lima,,,PE,+51291247253,,,SSD_test1,08/14/2012 17:01:54,4274,USD
tqshj@gmail.com,,,qfoee,vdomb,lima,,,PE,+51111395343,,,SSD_test1,08/14/2012 17:01:54,4816,USD
vlleb@gmail.com,,,sbmyf,ryblt,lima,,,PE,+51151648677,,,SSD_test1,08/14/2012 17:01:54,2098,USD
brpdp@gmail.com,,,jouip,qrbkv,lima,,,PE,+51677859529,,,SSD_test1,08/14/2012 17:01:54,412,USD
ergks@gmail.com,,,zstop,lvvtr,lima,,,PE,+51486699335,,,SSD_test1,08/14/2012 17:01:54,1114,USD
suxnv@gmail.com,,,xwlcf,mkidy,lima,,,PE,+51133998557,,,SSD_test1,08/14/2012 17:01:54,1914,USD
bvvuq@gmail.com,,,vdxxk,qrbwc,lima,,,PE,+51677782644,,,SSD_test1,08/14/2012 17:01:54,2638,USD
oozhz@gmail.com,,,ukdwp,frqku,lima,,,PE,+51755492879,,,SSD_test1,08/14/2012 17:01:54,2682,USD
nriro@gmail.com,,,kmecm,oqxil,lima,,,PE,+51126738972,,,SSD_test1,08/14/2012 17:01:54,4084,USD
hqwzn@gmail.com,,,oxwuh,skvmu,lima,,,PE,+51563356421,,,SSD_test1,08/14/2012 17:01:54,2495,USD
nvsjl@gmail.com,,,ngedq,uleob,lima,,,PE,+51578772654,,,SSD_test1,08/14/2012 17:01:54,286,USD
ldbcw@gmail.com,,,xdmpb,razzg,lima,,,PE,+51826692341,,,SSD_test1,08/14/2012 17:01:54,2748,USD
xpqwu@gmail.com,,,flalm,yvfhf,lima,,,PE,+51258282184,,,SSD_test1,08/14/2012 17:01:54,1009,USD
qbxrl@gmail.com,,,gjuko,wjfhx,lima,,,PE,+51288966142,,,SSD_test1,08/14/2012 17:01:54,3329,USD
ganev@gmail.com,,,ftvpg,xifnc,lima,,,PE,+51799672137,,,SSD_test1,08/14/2012 17:01:54,4222,USD
odidy@gmail.com,,,wzcan,eqewr,lima,,,PE,+51988886524,,,SSD_test1,08/14/2012 17:01:54,3728,USD
uiwmc@gmail.com,,,suotz,rfpdp,lima,,,PE,+51228641451,,,SSD_test1,08/14/2012 17:01:54,4455,USD
apwws@gmail.com,,,hjnhf,wbpct,lima,,,PE,+51955345325,,,SSD_test1,08/14/2012 17:01:54,4436,USD
sjlqz@gmail.com,,,ydgil,hryhg,lima,,,PE,+51853925465,,,SSD_test1,08/14/2012 17:01:54,3942,USD
fhxyk@gmail.com,,,xtbor,corue,lima,,,PE,+51143397882,,,SSD_test1,08/14/2012 17:01:54,1847,USD
zcxvd@gmail.com,,,eprlx,qjoqt,arequipa,,,PE,+51769138725,,,SSD_test1,08/14/2012 17:01:54,2824,USD
uhfkb@gmail.com,,,gzavf,zrvht,cuzco,,,PE,+51367712668,,,SSD_test1,08/14/2012 17:01:54,95,USD
tfdqc@gmail.com,,,xszio,lzjhb,piura,,,PE,+51149676835,,,SSD_test1,08/14/2012 17:01:54,1021,USD
cshdz@gmail.com,,,ofrmf,hwvba,lima,,,PE,+51754528616,,,SSD_test1,08/14/2012 17:01:54,4623,USD
mzdxn@gmail.com,,,defww,cwkev,lima,,,PE,+51271357515,,,SSD_test1,08/14/2012 17:01:54,2620,USD
zejso@gmail.com,,,fujia,ignvr,lima,,,PE,+51286495922,,,SSD_test1,08/14/2012 17:01:54,3250,USD
iiswx@gmail.com,,,fesan,nzcwp,lima,,,PE,+51596144223,,,SSD_test1,08/14/2012 17:01:54,1465,USD
wkbvs@gmail.com,,,raxfp,ywdfl,lima,,,PE,+51374497741,,,SSD_test1,08/14/2012 17:01:54,516,USD
hngqt@gmail.com,,,rhykv,dllcc,lima,,,PE,+51385452322,,,SSD_test1,08/14/2012 17:01:54,1013,USD
ueqeg@gmail.com,,,kxwdz,ykhnq,lima,,,PE,+51382815773,,,SSD_test1,08/14/2012 17:01:54,2462,USD
pktcc@gmail.com,,,vktwe,wqfex,lima,,,PE,+51883417318,,,SSD_test1,08/14/2012 17:01:54,94,USD
idhui@gmail.com,,,fllpe,iaxkp,lima,,,PE,+51433422224,,,SSD_test1,08/14/2012 17:01:54,2720,USD
ucuxa@gmail.com,,,ioffm,mogxm,lima,,,PE,+51546167193,,,SSD_test1,08/14/2012 17:01:54,3742,USD
npvct@gmail.com,,,keins,edycs,lima,,,PE,+51189179858,,,SSD_test1,08/14/2012 17:01:54,2914,USD
oprvr@gmail.com,,,whwxq,jvksk,lima,,,PE,+51319635164,,,SSD_test1,08/14/2012 17:01:54,2504,USD
gtpss@gmail.com,,,wwkfv,wegye,lima,,,PE,+51455328946,,,SSD_test1,08/14/2012 17:01:54,3392,USD
ezmxs@gmail.com,,,fzqcd,juhnl,lima,,,PE,+51381219385,,,SSD_test1,08/14/2012 17:01:54,1936,USD
cehfe@gmail.com,,,fganr,pboxb,lima,,,PE,+51858165237,,,SSD_test1,08/14/2012 17:01:54,4197,USD
rsgjt@gmail.com,,,ltvjh,ygpwz,lima,,,PE,+51729257923,,,SSD_test1,08/14/2012 17:01:54,4402,USD
yntce@gmail.com,,,jboxd,strpz,lima,,,PE,+51459345744,,,SSD_test1,08/14/2012 17:01:54,4735,USD
saksi@gmail.com,,,ygilp,cwdyo,lima,,,PE,+51676316582,,,SSD_test1,08/14/2012 17:01:54,2681,USD
tjyhy@gmail.com,,,gxwhq,yyues,lima,,,PE,+51269167186,,,SSD_test1,08/14/2012 17:01:54,2821,USD
pfpug@gmail.com,,,ptlzz,xvtzq,lima,,,PE,+51271581916,,,SSD_test1,08/14/2012 17:01:54,2558,USD
qoipv@gmail.com,,,twlgf,jxdsi,lima,,,PE,+51244287773,,,SSD_test1,08/14/2012 17:01:54,4833,USD
sevvi@gmail.com,,,fwbuj,zhigi,lima,,,PE,+51272131179,,,SSD_test1,08/14/2012 17:01:54,2001,USD
oykls@gmail.com,,,ktzxm,pmpab,arequipa,,,PE,+51872316989,,,SSD_test1,08/14/2012 17:01:54,1388,USD
oyguk@gmail.com,,,jjiuw,kocpy,cuzco,,,PE,+51776382264,,,SSD_test1,08/14/2012 17:01:54,1159,USD
vbvxq@gmail.com,,,ecyly,lsqli,piura,,,PE,+51555165513,,,SSD_test1,08/14/2012 17:01:54,4023,USD
vrpcr@gmail.com,,,vgebq,prxnu,lima,,,PE,+51383285274,,,SSD_test1,08/14/2012 17:01:54,469,USD
unbqm@gmail.com,,,lsxei,ljwgq,lima,,,PE,+51527575831,,,SSD_test1,08/14/2012 17:01:54,4423,USD
wwtrx@gmail.com,,,zfpdm,rtrwl,lima,,,PE,+51367227129,,,SSD_test1,08/14/2012 17:01:54,2106,USD
xauei@gmail.com,,,woqvu,fpcux,lima,,,PE,+51591389191,,,SSD_test1,08/14/2012 17:01:54,1892,USD
zrsld@gmail.com,,,cohmy,crlxc,lima,,,PE,+51534797692,,,SSD_test1,08/14/2012 17:01:54,844,USD
ukqqa@gmail.com,,,yqxfy,aooly,lima,,,PE,+51245829252,,,SSD_test1,08/14/2012 17:01:54,2664,USD
ulrcs@gmail.com,,,jqymh,kmjjj,lima,,,PE,+51551497582,,,SSD_test1,08/14/2012 17:01:54,2679,USD
zvfig@gmail.com,,,jmvxd,wksou,lima,,,PE,+51236216539,,,SSD_test1,08/14/2012 17:01:54,706,USD
qpzqh@gmail.com,,,oispo,ttohf,lima,,,PE,+51526795779,,,SSD_test1,08/14/2012 17:01:54,3964,USD
anukq@gmail.com,,,pqabk,wcadj,lima,,,PE,+51155591874,,,SSD_test1,08/14/2012 17:01:54,3442,USD
lyztn@gmail.com,,,ngnqr,zyzjl,lima,,,PE,+51356654955,,,SSD_test1,08/14/2012 17:01:54,4025,USD
eqsfw@gmail.com,,,zadgh,achgg,lima,,,PE,+51667473877,,,SSD_test1,08/14/2012 17:01:54,3185,USD
qccar@gmail.com,,,gdsdj,allxk,lima,,,PE,+51476284421,,,SSD_test1,08/14/2012 17:01:54,3636,USD
ywawl@gmail.com,,,lwduc,qwihd,lima,,,PE,+51916366682,,,SSD_test1,08/14/2012 17:01:54,4460,USD
aruyp@gmail.com,,,nivch,uocbe,lima,,,PE,+51662531769,,,SSD_test1,08/14/2012 17:01:54,4135,USD
kgytb@gmail.com,,,wztnq,hrcsu,lima,,,PE,+51493917233,,,SSD_test1,08/14/2012 17:01:54,1045,USD
zpvwi@gmail.com,,,gxqyo,ielyw,lima,,,PE,+51766719953,,,SSD_test1,08/14/2012 17:01:54,3395,USD
cubvk@gmail.com,,,jnwaw,awcrq,lima,,,PE,+51952793475,,,SSD_test1,08/14/2012 17:01:54,1887,USD
fubyz@gmail.com,,,btvjt,jcufx,lima,,,PE,+51131831465,,,SSD_test1,08/14/2012 17:01:54,4341,USD
gqthe@gmail.com,,,zxouy,cafbo,lima,,,PE,+51496479555,,,SSD_test1,08/14/2012 17:01:54,694,USD
lahrb@gmail.com,,,ugqcw,ocqxd,lima,,,PE,+51441891673,,,SSD_test1,08/14/2012 17:01:54,2847,USD
mllpp@gmail.com,,,zrmlu,nrixi,lima,,,PE,+51522422392,,,SSD_test1,08/14/2012 17:01:54,1167,USD
sradz@gmail.com,,,uiwka,utcgv,arequipa,,,PE,+51498227938,,,SSD_test1,08/14/2012 17:01:54,3855,USD
rxjav@gmail.com,,,lemon,caqat,cuzco,,,PE,+51725187154,,,SSD_test1,08/14/2012 17:01:54,3747,USD
zpkzl@gmail.com,,,mkkdp,lhyrs,piura,,,PE,+51927327141,,,SSD_test1,08/14/2012 17:01:54,3736,USD
ukaxz@gmail.com,,,ojqfo,zhpyk,lima,,,PE,+51718124788,,,SSD_test1,08/14/2012 17:01:54,380,USD
dheev@gmail.com,,,gbwus,pzojh,lima,,,PE,+51385987521,,,SSD_test1,08/14/2012 17:01:54,2557,USD
ioqde@gmail.com,,,jodjn,ojcqs,lima,,,PE,+51854896622,,,SSD_test1,08/14/2012 17:01:54,2816,USD
pndck@gmail.com,,,ollxe,krntm,lima,,,PE,+51125455639,,,SSD_test1,08/14/2012 17:01:54,1041,USD
ybftd@gmail.com,,,vfbhe,kdkhu,lima,,,PE,+51542369736,,,SSD_test1,08/14/2012 17:01:54,1300,USD
uhwlp@gmail.com,,,nphak,fkkbe,lima,,,PE,+51335487658,,,SSD_test1,08/14/2012 17:01:54,3066,USD
gwktg@gmail.com,,,vtkzi,vrlqa,lima,,,PE,+51729729677,,,SSD_test1,08/14/2012 17:01:54,2141,USD
bpuvz@gmail.com,,,quhcm,gqikz,lima,,,PE,+51217249243,,,SSD_test1,08/14/2012 17:01:54,2138,USD
vzxgz@gmail.com,,,akcdu,vlwge,lima,,,PE,+51685225154,,,SSD_test1,08/14/2012 17:01:54,2504,USD
ckqvx@gmail.com,,,kvlrw,spqax,lima,,,PE,+51924119528,,,SSD_test1,08/14/2012 17:01:54,4091,USD
eboqf@gmail.com,,,xkhdt,uklrh,lima,,,PE,+51868281353,,,SSD_test1,08/14/2012 17:01:54,3199,USD
mpqfb@gmail.com,,,ubpmq,shtce,lima,,,PE,+51822356568,,,SSD_test1,08/14/2012 17:01:54,2550,USD
djshn@gmail.com,,,tnjev,ywjca,lima,,,PE,+51774295499,,,SSD_test1,08/14/2012 17:01:54,2042,USD
moyno@gmail.com,,,ollsz,kpacd,lima,,,PE,+51524467654,,,SSD_test1,08/14/2012 17:01:54,3222,USD
klpee@gmail.com,,,qzcem,thvsa,lima,,,PE,+51691395328,,,SSD_test1,08/14/2012 17:01:54,2378,USD
ldulk@gmail.com,,,ilsyx,llaol,lima,,,PE,+51534562769,,,SSD_test1,08/14/2012 17:01:54,4856,USD
khewx@gmail.com,,,advxn,tjrsx,lima,,,PE,+51341139793,,,SSD_test1,08/14/2012 17:01:54,4189,USD
jsafj@gmail.com,,,tprou,iqwvf,lima,,,PE,+51133461878,,,SSD_test1,08/14/2012 17:01:54,3593,USD
zycjm@gmail.com,,,jmgpo,zzfbz,lima,,,PE,+51731592182,,,SSD_test1,08/14/2012 17:01:54,1169,USD
fgbdn@gmail.com,,,mbhfo,bekjg,lima,,,PE,+51576665314,,,SSD_test1,08/14/2012 17:01:54,3093,USD
efwim@gmail.com,,,jtleq,rohhr,lima,,,PE,+51275949154,,,SSD_test1,08/14/2012 17:01:54,768,USD
fjbdc@gmail.com,,,kyvim,wnsyc,lima,,,PE,+51486396979,,,SSD_test1,08/14/2012 17:01:54,312,USD
hbrgs@gmail.com,,,ioceu,sqfmu,arequipa,,,PE,+51272161461,,,SSD_test1,08/14/2012 17:01:54,4100,USD
uixow@gmail.com,,,feugb,naszg,cuzco,,,PE,+51367236471,,,SSD_test1,08/14/2012 17:01:54,3400,USD
uiusr@gmail.com,,,tnfal,gysyx,piura,,,PE,+51863129412,,,SSD_test1,08/14/2012 17:01:54,2351,USD
yjosu@gmail.com,,,khhxd,fcrmt,lima,,,PE,+51274457624,,,SSD_test1,08/14/2012 17:01:54,4156,USD
jfkmv@gmail.com,,,rqysf,zuaeb,lima,,,PE,+51159277857,,,SSD_test1,08/14/2012 17:01:54,809,USD
mfech@gmail.com,,,nefnq,pxopu,lima,,,PE,+51827847429,,,SSD_test1,08/14/2012 17:01:54,2683,USD
pkxfr@gmail.com,,,wtlmd,qzjbo,lima,,,PE,+51245112946,,,SSD_test1,08/14/2012 17:01:54,3430,USD
exenu@gmail.com,,,qvjzi,xkzuc,lima,,,PE,+51889798643,,,SSD_test1,08/14/2012 17:01:54,1791,USD
bdsxl@gmail.com,,,lqbcq,xvpqp,lima,,,PE,+51966738257,,,SSD_test1,08/14/2012 17:01:54,1245,USD
hosdp@gmail.com,,,cnjui,wteay,lima,,,PE,+51476818851,,,SSD_test1,08/14/2012 17:01:54,840,USD
oebil@gmail.com,,,bupil,yzkze,lima,,,PE,+51255273251,,,SSD_test1,08/14/2012 17:01:54,3291,USD
awtjk@gmail.com,,,gdvey,gcahz,lima,,,PE,+51373441185,,,SSD_test1,08/14/2012 17:01:54,3693,USD
hnths@gmail.com,,,hjhnd,ocklg,lima,,,PE,+51692655248,,,SSD_test1,08/14/2012 17:01:54,1967,USD
cqpuk@gmail.com,,,qliua,lsxuz,lima,,,PE,+51785474295,,,SSD_test1,08/14/2012 17:01:54,3397,USD
wrtaq@gmail.com,,,vnlli,ukyud,lima,,,PE,+51597632772,,,SSD_test1,08/14/2012 17:01:54,898,USD
jwtcj@gmail.com,,,pladq,rklep,lima,,,PE,+51538591726,,,SSD_test1,08/14/2012 17:01:54,3033,USD
psyxo@gmail.com,,,azcow,lhdzw,lima,,,PE,+51838764142,,,SSD_test1,08/14/2012 17:01:54,1908,USD
aeghk@gmail.com,,,akzla,mycam,lima,,,PE,+51987666753,,,SSD_test1,08/14/2012 17:01:54,502,USD
xxfjc@gmail.com,,,pctfm,cpjlu,lima,,,PE,+51512917686,,,SSD_test1,08/14/2012 17:01:54,2574,USD
hdlzo@gmail.com,,,rvolf,jeajw,lima,,,PE,+51598644224,,,SSD_test1,08/14/2012 17:01:54,1000,USD
elooi@gmail.com,,,ulruh,qqtbs,lima,,,PE,+51817238924,,,SSD_test1,08/14/2012 17:01:54,2772,USD
viphx@gmail.com,,,uthdf,ijwoo,lima,,,PE,+51927838414,,,SSD_test1,08/14/2012 17:01:54,4848,USD
txnzf@gmail.com,,,mkhuj,hswnb,lima,,,PE,+51318694284,,,SSD_test1,08/14/2012 17:01:54,630,USD
ilujt@gmail.com,,,kwnod,ixkdk,lima,,,PE,+51913728799,,,SSD_test1,08/14/2012 17:01:54,1449,USD
begoy@gmail.com,,,irgvj,lqzji,lima,,,PE,+51921295198,,,SSD_test1,08/14/2012 17:01:54,2451,USD
memuo@gmail.com,,,xthhx,ooezy,arequipa,,,PE,+51198378314,,,SSD_test1,08/14/2012 17:01:54,483,USD
sptzm@gmail.com,,,csgzl,wvmbs,cuzco,,,PE,+51365753974,,,SSD_test1,08/14/2012 17:01:54,4395,USD
bpzvo@gmail.com,,,oveyq,zlpqa,piura,,,PE,+51822639332,,,SSD_test1,08/14/2012 17:01:54,276,USD
pmnzf@gmail.com,,,slnds,wxfal,lima,,,PE,+51133128973,,,SSD_test1,08/14/2012 17:01:54,4439,USD
jwirz@gmail.com,,,zxwyl,natth,lima,,,PE,+51469839687,,,SSD_test1,08/14/2012 17:01:54,1431,USD
yuggn@gmail.com,,,ffbgs,inxjc,lima,,,PE,+51577452319,,,SSD_test1,08/14/2012 17:01:54,2287,USD
vqdzn@gmail.com,,,epkva,kaosr,lima,,,PE,+51264358154,,,SSD_test1,08/14/2012 17:01:54,2658,USD
zvffm@gmail.com,,,auipt,ffgso,lima,,,PE,+51782566743,,,SSD_test1,08/14/2012 17:01:54,2271,USD
ofjqd@gmail.com,,,ftnaj,shmkb,lima,,,PE,+51795564247,,,SSD_test1,08/14/2012 17:01:54,3717,USD
joqde@gmail.com,,,wktmk,lmvhu,lima,,,PE,+51897135485,,,SSD_test1,08/14/2012 17:01:54,4656,USD
mnzlc@gmail.com,,,taeep,pniky,lima,,,PE,+51243494864,,,SSD_test1,08/14/2012 17:01:54,4111,USD
inlqs@gmail.com,,,trief,tjvhs,lima,,,PE,+51872292246,,,SSD_test1,08/14/2012 17:01:54,418,USD
cfqfz@gmail.com,,,atpfg,yljqv,lima,,,PE,+51155616128,,,SSD_test1,08/14/2012 17:01:54,1691,USD
qxgqu@gmail.com,,,ysllk,vwlkg,lima,,,PE,+51311251465,,,SSD_test1,08/14/2012 17:01:54,2149,USD
xuugb@gmail.com,,,gcipx,tkehn,lima,,,PE,+51222791179,,,SSD_test1,08/14/2012 17:01:54,4368,USD
lhssw@gmail.com,,,cmbsf,vjonp,lima,,,PE,+51936347476,,,SSD_test1,08/14/2012 17:01:54,1909,USD
vwnew@gmail.com,,,bzprg,cvdpg,lima,,,PE,+51955759479,,,SSD_test1,08/14/2012 17:01:54,4528,USD
qfzcv@gmail.com,,,owrhe,wghjy,lima,,,PE,+51474767189,,,SSD_test1,08/14/2012 17:01:54,3246,USD
pednp@gmail.com,,,mncbk,obrfk,lima,,,PE,+51175177445,,,SSD_test1,08/14/2012 17:01:54,1226,USD
gfeld@gmail.com,,,yjxzr,nidnb,lima,,,PE,+51218881673,,,SSD_test1,08/14/2012 17:01:54,3196,USD
amxhg@gmail.com,,,qqzkg,qmndz,lima,,,PE,+51984937933,,,SSD_test1,08/14/2012 17:01:54,1372,USD
lqryb@gmail.com,,,jiouw,bqvtb,lima,,,PE,+51851412374,,,SSD_test1,08/14/2012 17:01:54,2444,USD
uqgrv@gmail.com,,,hzsxl,igipn,lima,,,PE,+51217661769,,,SSD_test1,08/14/2012 17:01:54,4847,USD
pccfa@gmail.com,,,peloq,unmkw,lima,,,PE,+51963474691,,,SSD_test1,08/14/2012 17:01:54,3422,USD
xuoqz@gmail.com,,,kfblu,zmbbw,lima,,,PE,+51856781941,,,SSD_test1,08/14/2012 17:01:54,3899,USD
mmqke@gmail.com,,,htbox,paalu,arequipa,,,PE,+51718779787,,,SSD_test1,08/14/2012 17:01:54,2271,USD
ilise@gmail.com,,,jyhkw,fhmpn,cuzco,,,PE,+51413954512,,,SSD_test1,08/14/2012 17:01:54,1470,USD
fzzwu@gmail.com,,,lbuzz,orupd,piura,,,PE,+51396813572,,,SSD_test1,08/14/2012 17:01:54,3290,USD
vaxsr@gmail.com,,,wzlnk,iqkju,lima,,,PE,+51431642476,,,SSD_test1,08/14/2012 17:01:54,3004,USD
fwyzy@gmail.com,,,xeywo,lxiyi,lima,,,PE,+51257327771,,,SSD_test1,08/14/2012 17:01:54,2969,USD
glxuc@gmail.com,,,vejuu,llnxt,lima,,,PE,+51771155931,,,SSD_test1,08/14/2012 17:01:54,4142,USD
jvjna@gmail.com,,,gdfag,cylcl,lima,,,PE,+51978435754,,,SSD_test1,08/14/2012 17:01:54,3208,USD
nbfvx@gmail.com,,,qxlww,oaiyp,lima,,,PE,+51477964493,,,SSD_test1,08/14/2012 17:01:54,1887,USD
hwocm@gmail.com,,,aotse,qmqbg,lima,,,PE,+51959948116,,,SSD_test1,08/14/2012 17:01:54,3204,USD
jkegd@gmail.com,,,grurb,hapnn,lima,,,PE,+51678585818,,,SSD_test1,08/14/2012 17:01:54,1854,USD
ykinh@gmail.com,,,hhvvw,dflte,lima,,,PE,+51618924992,,,SSD_test1,08/14/2012 17:01:54,1244,USD
